,Is_Male,ParentEduc,StandardLunch,TestPrep,PracticeSport,WklyStudyHours,MathScore,ReadingScore,WritingScore,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E
19255,0,0,1,0.0,2,0,0.83,0.9,0.84,0,0,1,0,0
19257,1,3,1,0.0,1,1,0.81,0.78,0.69,0,0,0,0,1
19258,1,0,1,1.0,1,0,0.68,0.66,0.7,0,0,0,1,0
19259,0,2,1,0.0,2,1,0.54,0.66,0.58,0,0,0,0,1
19260,1,0,0,0.0,1,1,0.52,0.54,0.5,0,0,1,0,0
19261,1,5,1,0.0,0,0,0.8,0.72,0.71,0,0,1,0,0
19262,1,5,1,1.0,1,0,0.68,0.73,0.72,0,1,0,0,0
19263,0,2,1,1.0,1,1,0.68,0.77,0.83,0,0,0,1,0
19264,0,5,1,0.0,2,2,0.68,0.82,0.77,0,0,0,0,1
19265,0,1,0,0.0,1,1,0.58,0.67,0.71,0,0,0,1,0
19266,1,0,1,0.0,2,1,0.51,0.45,0.33,0,1,0,0,0
19267,0,1,0,0.0,2,0,0.64,0.82,0.8,0,1,0,0,0
19268,0,0,0,1.0,2,0,0.47,0.6,0.65,0,1,0,0,0
19270,0,1,1,0.0,1,2,0.52,0.65,0.67,0,0,0,1,0
19272,0,3,1,0.0,2,0,0.57,0.75,0.71,0,0,1,0,0
19273,0,2,1,1.0,2,1,0.69,0.82,0.85,0,0,0,1,0
19276,0,1,1,0.5,1,1,0.51,0.62,0.58,0,0,1,0,0
19277,0,5,0,0.5,1,0,0.79,0.93,1.0,0,0,0,1,0
19279,0,0,0,0.0,2,1,0.47,0.56,0.47,0,1,0,0,0
19280,0,3,0,1.0,1,0,0.44,0.58,0.64,0,0,0,1,0
19281,0,2,0,0.0,1,0,0.68,0.77,0.78,0,0,0,0,1
19282,1,3,0,0.0,1,1,0.65,0.54,0.52,0,0,0,1,0
19283,1,2,0,0.5,1,1,0.59,0.56,0.54,0,1,0,0,0
19284,0,2,1,1.0,0,1,0.75,0.87,0.88,0,1,0,0,0
19285,1,1,1,0.0,2,0,0.52,0.5,0.48,0,0,1,0,0
19286,0,2,1,0.0,2,1,0.56,0.65,0.68,0,0,0,1,0
19287,0,1,1,1.0,1,0,0.85,0.93,0.97,0,0,0,1,0
19288,0,0,0,0.0,2,0,0.45,0.54,0.58,0,0,0,0,1
19289,0,1,1,0.0,1,1,0.8,0.89,0.84,0,1,0,0,0
19290,1,4,1,1.0,2,0,0.47,0.47,0.51,1,0,0,0,0
19291,1,4,1,0.0,1,2,0.81,0.87,0.71,0,0,0,0,1
19292,1,2,0,0.0,1,0,0.53,0.57,0.49,0,0,1,0,0
19293,1,3,1,0.0,1,1,0.52,0.5,0.44,0,1,0,0,0
19296,0,2,1,1.0,1,1,0.54,0.59,0.63,0,0,1,0,0
19297,1,2,1,0.0,0,1,0.64,0.58,0.51,0,1,0,0,0
19298,0,1,0,0.0,1,1,0.46,0.57,0.6,0,0,1,0,0
19299,0,0,0,0.0,1,1,0.64,0.76,0.75,0,0,1,0,0
19300,0,3,0,0.0,2,1,0.86,0.94,0.94,0,0,0,1,0
19301,1,0,1,1.0,2,1,0.77,0.68,0.64,0,1,0,0,0
19302,1,5,1,0.0,1,2,0.75,0.61,0.66,0,1,0,0,0
19303,0,0,1,1.0,1,1,0.5,0.79,0.71,0,0,0,1,0
19304,1,2,1,0.0,1,1,0.68,0.52,0.53,0,0,0,0,1
19305,1,1,1,1.0,0,0,0.51,0.48,0.44,0,1,0,0,0
19306,1,5,1,1.0,2,1,0.79,0.86,0.91,0,0,1,0,0
19307,1,3,1,0.0,1,0,0.87,0.77,0.78,0,0,1,0,0
19308,0,2,0,0.0,0,2,0.4,0.51,0.47,0,1,0,0,0
19310,1,2,0,0.0,2,1,0.62,0.59,0.6,0,0,0,1,0
19311,1,3,1,0.0,1,0,0.68,0.64,0.6,0,1,0,0,0
19312,0,1,1,0.0,1,0,0.73,0.82,0.78,0,0,1,0,0
19313,0,3,1,0.0,1,1,0.52,0.68,0.68,0,0,1,0,0
19315,1,1,1,1.0,2,1,0.69,0.75,0.69,1,0,0,0,0
19316,1,0,0,0.5,0,1,0.45,0.48,0.46,0,0,0,0,1
19317,0,4,1,1.0,1,0,0.67,0.82,0.82,0,0,1,0,0
19318,0,3,1,0.0,0,0,0.47,0.5,0.53,0,0,1,0,0
19319,0,2,0,0.0,0,1,0.7,0.79,0.76,0,0,0,1,0
19320,1,4,1,1.0,1,2,0.91,0.95,0.89,0,1,0,0,0
19321,0,1,1,0.0,2,1,0.33,0.49,0.49,0,1,0,0,0
19324,0,0,1,0.0,1,2,0.76,0.81,0.72,0,0,0,0,1
19325,1,3,1,1.0,1,1,0.82,0.78,0.78,0,0,0,1,0
19326,1,1,1,1.0,1,2,0.69,0.71,0.64,0,0,1,0,0
19327,0,3,1,1.0,1,2,0.65,0.64,0.77,0,0,0,1,0
19328,1,1,1,1.0,2,1,0.67,0.71,0.68,1,0,0,0,0
19329,0,5,1,0.0,1,2,1.0,1.0,0.98,1,0,0,0,0
19330,1,0,1,1.0,1,0,0.6,0.63,0.57,0,0,1,0,0
19331,1,2,0,0.0,1,0,0.62,0.56,0.53,0,0,1,0,0
19332,1,3,1,0.0,1,1,0.75,0.62,0.63,0,0,1,0,0
19333,0,3,1,0.0,2,1,0.66,0.7,0.64,0,0,1,0,0
19335,0,1,1,0.0,1,1,0.4,0.49,0.48,0,0,1,0,0
19336,0,1,0,1.0,1,1,0.79,0.86,0.83,0,0,0,0,1
19337,0,5,1,0.0,2,1,0.8,0.9,0.88,0,0,0,0,1
19338,0,3,1,1.0,2,1,0.52,0.66,0.68,0,0,0,1,0
19339,1,4,1,1.0,2,1,0.7,0.65,0.7,0,0,0,0,1
19340,1,5,1,0.0,1,2,0.95,0.88,0.88,0,0,0,1,0
19342,1,0,1,0.0,1,1,0.54,0.56,0.5,0,0,1,0,0
19347,0,1,0,0.0,2,1,0.61,0.65,0.53,0,0,0,0,1
19348,0,1,0,0.0,0,1,0.41,0.54,0.47,1,0,0,0,0
19349,1,0,1,0.5,2,0,0.83,0.88,0.81,0,0,1,0,0
19351,0,0,0,0.0,1,1,0.37,0.45,0.47,0,0,1,0,0
19353,1,4,1,0.0,1,1,0.77,0.63,0.63,0,0,0,1,0
19354,0,3,0,0.0,2,1,0.61,0.66,0.64,0,0,1,0,0
19355,1,2,1,0.0,1,1,0.83,0.82,0.76,0,1,0,0,0
19356,1,0,1,1.0,1,2,0.86,0.92,0.82,0,0,0,1,0
19357,0,4,1,0.0,1,1,0.88,0.9,0.85,0,0,0,0,1
19359,1,4,1,0.0,1,1,0.85,0.76,0.74,0,0,0,1,0
19360,1,3,0,1.0,2,2,0.97,0.98,0.97,0,0,0,0,1
19361,0,1,1,0.0,1,1,0.64,0.77,0.72,0,0,0,1,0
19362,0,5,0,1.0,0,2,0.59,0.72,0.68,0,0,1,0,0
19363,1,2,1,0.5,1,0,0.69,0.68,0.61,0,1,0,0,0
19364,1,2,1,1.0,2,1,0.58,0.51,0.57,0,0,0,1,0
19365,1,4,1,0.0,1,0,0.9,0.77,0.8,0,0,0,0,1
19366,0,1,0,0.0,1,1,0.49,0.55,0.6,0,0,1,0,0
19367,1,3,0,1.0,1,1,0.81,0.87,0.88,0,0,1,0,0
19370,0,0,1,1.0,2,0,0.48,0.58,0.62,0,1,0,0,0
19374,0,5,1,0.0,1,1,0.76,0.85,0.85,0,0,0,0,1
19375,1,0,1,0.0,2,1,0.95,0.86,0.8,0,0,1,0,0
19376,1,2,1,0.0,0,1,0.67,0.64,0.56,0,0,0,0,1
19378,1,0,1,1.0,2,2,0.74,0.65,0.6,0,1,0,0,0
19380,0,0,1,0.5,0,0,0.52,0.63,0.51,0,1,0,0,0
19381,1,2,1,1.0,1,0,0.53,0.6,0.56,0,1,0,0,0
19382,1,4,1,0.5,2,1,0.79,0.7,0.7,0,0,0,1,0
19383,0,0,1,0.0,1,0,0.62,0.68,0.66,0,0,1,0,0
19384,0,3,1,1.0,2,1,0.87,0.84,0.94,0,0,0,1,0
19386,0,1,1,1.0,1,0,0.42,0.61,0.64,0,0,1,0,0
19387,1,3,1,0.0,1,2,0.91,0.91,0.87,0,1,0,0,0
19388,1,1,1,0.5,2,0,0.92,0.78,0.78,0,0,0,0,1
19389,1,2,1,1.0,2,2,0.92,0.89,0.9,1,0,0,0,0
19390,1,3,0,0.0,1,1,0.63,0.65,0.6,0,1,0,0,0
19391,0,1,1,0.0,1,2,0.46,0.43,0.43,0,0,1,0,0
19392,0,0,0,0.0,2,1,0.47,0.64,0.54,1,0,0,0,0
19394,1,1,1,0.0,1,2,0.82,0.81,0.73,0,1,0,0,0
19396,0,2,1,0.5,2,1,0.48,0.64,0.62,0,1,0,0,0
19397,1,2,0,0.0,1,1,0.64,0.64,0.63,0,0,0,1,0
19398,0,2,1,0.0,1,0,0.78,0.91,0.87,0,0,0,0,1
19399,0,2,1,0.0,1,1,0.74,0.76,0.76,0,0,1,0,0
19402,0,2,1,1.0,2,1,0.61,0.73,0.73,0,1,0,0,0
19403,0,3,0,0.0,2,0,0.61,0.69,0.77,0,0,0,1,0
19404,0,3,0,0.0,1,1,0.62,0.71,0.7,0,0,1,0,0
19405,1,2,0,0.0,2,1,0.57,0.56,0.55,0,0,1,0,0
19406,1,3,1,0.0,2,1,0.62,0.55,0.59,0,0,1,0,0
19408,1,3,0,1.0,2,1,0.55,0.61,0.64,0,1,0,0,0
19409,1,0,1,0.0,2,0,0.75,0.72,0.71,0,0,0,1,0
19410,1,3,1,0.0,1,1,0.49,0.34,0.34,0,0,0,0,1
19411,0,2,0,0.0,1,1,0.53,0.6,0.65,0,0,0,0,1
19412,1,3,1,0.0,2,1,0.79,0.78,0.72,0,1,0,0,0
19413,0,2,0,1.0,2,1,0.52,0.63,0.63,0,0,1,0,0
19414,1,0,1,0.0,1,1,0.52,0.5,0.42,0,0,1,0,0
19415,1,2,1,0.0,2,1,0.52,0.45,0.45,0,1,0,0,0
19416,0,2,1,0.0,1,0,0.8,0.88,0.88,1,0,0,0,0
19419,1,0,0,1.0,1,0,0.56,0.64,0.53,0,0,1,0,0
19420,1,0,1,0.0,1,1,0.8,0.77,0.73,0,0,1,0,0
19421,0,2,1,0.0,2,1,0.56,0.71,0.71,0,0,0,1,0
19422,0,4,0,0.0,2,0,0.51,0.55,0.6,0,0,0,0,1
19423,1,5,1,0.0,2,2,1.0,0.89,0.88,0,0,0,0,1
19424,1,4,1,0.0,1,0,0.8,0.72,0.73,0,0,1,0,0
19425,1,0,1,1.0,1,2,0.85,0.78,0.74,0,0,1,0,0
19426,1,2,1,0.0,1,2,0.75,0.74,0.6,0,0,0,1,0
19427,1,4,0,0.0,1,1,0.65,0.64,0.62,0,1,0,0,0
19428,1,2,1,1.0,2,0,0.81,0.72,0.74,0,0,1,0,0
19430,0,3,0,0.0,0,1,0.49,0.59,0.55,0,0,0,1,0
19431,0,3,1,0.0,1,2,0.55,0.58,0.6,0,1,0,0,0
19433,1,2,1,0.0,1,1,0.73,0.61,0.62,0,0,0,0,1
19434,1,5,0,0.0,1,1,0.79,0.82,0.82,0,0,0,0,1
19435,1,1,0,0.0,0,1,0.6,0.55,0.56,0,0,1,0,0
19436,0,2,1,0.0,1,0,0.31,0.36,0.37,0,0,0,1,0
19437,1,1,0,0.0,2,2,0.75,0.65,0.64,0,0,1,0,0
19438,1,0,1,0.0,1,2,0.66,0.64,0.62,1,0,0,0,0
19439,1,1,1,0.0,1,1,0.69,0.72,0.69,0,0,1,0,0
19440,1,1,0,0.0,1,0,0.73,0.57,0.46,0,0,0,0,1
19441,1,1,1,1.0,1,0,0.87,0.75,0.76,0,0,0,1,0
19442,1,3,0,1.0,1,2,0.69,0.66,0.68,0,0,1,0,0
19443,1,1,1,1.0,2,2,0.55,0.47,0.52,0,0,0,1,0
19444,1,2,1,0.5,2,1,0.65,0.69,0.66,0,1,0,0,0
19445,1,1,1,1.0,1,0,0.77,0.66,0.68,0,0,0,1,0
19446,0,1,0,1.0,2,1,0.47,0.72,0.72,1,0,0,0,0
19447,1,1,1,1.0,0,1,0.75,0.8,0.78,0,0,0,1,0
19448,0,3,0,1.0,1,1,0.66,0.79,0.86,1,0,0,0,0
19449,1,2,1,0.0,0,0,0.45,0.39,0.39,0,0,1,0,0
19451,0,0,1,1.0,2,1,0.55,0.63,0.67,0,0,0,1,0
19452,1,5,1,1.0,1,2,0.86,0.76,0.78,0,0,0,0,1
19453,0,2,0,0.0,1,1,0.53,0.66,0.65,0,0,0,1,0
19454,0,0,1,0.0,0,1,0.7,0.84,0.83,0,0,1,0,0
19455,0,3,1,0.0,2,2,0.53,0.69,0.69,0,0,1,0,0
19456,1,1,1,1.0,1,0,0.9,0.91,0.89,0,0,1,0,0
19458,1,3,1,0.0,1,1,0.67,0.6,0.58,0,0,1,0,0
19459,0,1,0,0.0,1,0,0.55,0.76,0.71,0,0,1,0,0
19461,0,2,1,0.0,1,0,0.39,0.52,0.47,0,1,0,0,0
19463,0,0,1,0.0,0,1,0.66,0.64,0.61,0,0,0,0,1
19464,0,0,1,1.0,1,1,0.63,0.78,0.73,0,0,1,0,0
19465,0,2,1,0.0,1,0,0.86,0.88,0.83,0,0,0,0,1
19466,0,2,1,1.0,2,1,0.71,0.83,0.88,0,0,1,0,0
19467,0,3,1,0.0,0,1,0.81,0.98,0.97,0,1,0,0,0
19468,1,3,1,0.0,1,2,0.64,0.59,0.54,1,0,0,0,0
19469,0,2,0,0.0,2,1,0.69,0.83,0.86,0,0,0,1,0
19470,0,3,1,0.0,2,1,0.58,0.74,0.77,0,0,0,1,0
19471,0,0,0,1.0,1,2,0.44,0.66,0.6,0,0,0,0,1
19472,0,0,1,1.0,2,2,0.85,1.0,0.99,0,0,0,0,1
19474,1,2,1,1.0,0,1,0.63,0.68,0.69,0,0,0,1,0
19475,0,3,1,0.0,1,0,0.85,0.86,0.87,0,0,0,1,0
19476,0,4,0,0.0,1,2,0.78,0.89,0.92,0,0,0,0,1
19477,0,3,1,0.0,0,1,0.61,0.63,0.63,1,0,0,0,0
19478,0,0,1,1.0,1,1,0.82,0.89,0.94,0,1,0,0,0
19479,0,3,1,0.0,1,1,0.63,0.61,0.58,0,1,0,0,0
19480,0,4,1,1.0,1,1,0.76,0.9,0.92,0,0,1,0,0
19481,0,1,1,0.0,1,2,0.67,0.73,0.77,0,0,0,1,0
19482,1,1,0,0.0,1,1,0.57,0.58,0.5,0,1,0,0,0
19484,0,3,1,0.5,2,1,0.61,0.71,0.69,0,0,1,0,0
19485,0,2,1,0.0,2,0,0.7,0.59,0.64,0,0,0,0,1
19486,0,4,0,0.0,1,0,0.8,0.84,0.87,0,1,0,0,0
19487,0,5,1,1.0,1,2,0.7,0.83,0.88,0,0,0,1,0
19488,1,1,1,0.0,1,1,0.64,0.54,0.54,0,0,0,1,0
19489,1,5,1,0.0,0,1,0.77,0.77,0.74,0,0,0,1,0
19490,1,4,1,0.0,0,1,0.89,0.78,0.82,0,0,1,0,0
19491,1,1,1,1.0,2,1,0.86,0.86,0.84,0,1,0,0,0
19492,0,3,0,0.0,0,1,0.38,0.37,0.38,1,0,0,0,0
19493,0,0,1,0.0,2,1,0.66,0.71,0.74,0,1,0,0,0
19494,0,1,1,1.0,2,1,0.57,0.76,0.75,0,0,0,1,0
19495,1,3,0,0.0,1,0,0.65,0.62,0.54,0,0,1,0,0
19496,0,0,1,0.0,1,1,0.41,0.5,0.45,0,0,1,0,0
19498,1,3,0,0.5,2,1,0.78,0.73,0.79,0,0,1,0,0
19499,0,2,1,0.0,1,0,0.56,0.65,0.63,0,0,0,1,0
19502,1,3,0,0.0,2,1,0.78,0.75,0.76,0,1,0,0,0
19503,0,1,1,0.0,1,1,0.54,0.72,0.63,0,1,0,0,0
19504,1,1,1,0.5,1,1,0.72,0.66,0.62,0,1,0,0,0
19505,1,1,1,0.0,2,0,0.79,0.74,0.72,0,0,0,1,0
19506,0,2,1,1.0,0,0,0.8,0.9,0.9,0,0,1,0,0
19507,0,2,1,0.0,2,1,0.62,0.73,0.71,0,0,1,0,0
19508,0,2,1,0.0,0,1,0.7,0.8,0.82,0,0,0,1,0
19509,0,2,1,0.0,1,1,0.63,0.75,0.71,0,1,0,0,0
19510,0,3,1,0.0,1,0,0.71,0.76,0.78,0,1,0,0,0
19512,0,2,1,1.0,0,2,0.71,0.79,0.84,0,0,1,0,0
19513,0,2,1,0.0,0,1,0.7,0.83,0.79,0,0,1,0,0
19514,1,0,1,1.0,2,0,0.65,0.7,0.62,0,0,1,0,0
19515,1,3,0,0.0,1,1,0.44,0.5,0.42,0,0,0,1,0
19516,0,3,1,0.0,1,0,0.36,0.49,0.49,0,0,0,1,0
19517,1,2,0,1.0,2,1,0.61,0.64,0.73,1,0,0,0,0
19518,1,0,1,1.0,1,2,0.95,0.86,0.85,0,0,1,0,0
19519,1,3,1,0.0,1,2,0.58,0.49,0.47,0,0,1,0,0
19520,1,2,0,0.0,2,1,0.7,0.61,0.68,0,0,1,0,0
19521,1,0,1,0.0,2,1,0.9,0.78,0.73,0,0,0,0,1
19523,1,3,0,0.0,2,2,0.51,0.44,0.42,0,1,0,0,0
19524,1,0,0,0.0,2,1,0.55,0.55,0.45,0,0,0,0,1
19529,1,2,0,0.0,2,1,0.63,0.55,0.56,0,1,0,0,0
19530,0,3,1,0.0,1,1,0.56,0.67,0.68,0,1,0,0,0
19531,0,1,1,0.0,2,0,0.85,0.97,0.92,0,1,0,0,0
19533,1,2,0,1.0,0,0,0.73,0.79,0.72,0,0,1,0,0
19535,1,3,0,0.0,1,1,0.52,0.64,0.55,0,0,0,1,0
19536,0,5,1,1.0,1,1,0.54,0.7,0.71,0,1,0,0,0
19537,1,0,1,0.0,1,1,0.64,0.59,0.58,0,0,0,1,0
19539,1,2,1,0.0,1,0,0.85,0.81,0.85,1,0,0,0,0
19543,0,4,0,0.0,2,1,0.42,0.55,0.52,0,0,1,0,0
19545,0,1,0,1.0,1,0,0.68,0.87,0.79,0,1,0,0,0
19546,0,4,1,1.0,1,1,0.72,0.73,0.76,0,1,0,0,0
19547,1,2,1,0.0,1,1,0.73,0.68,0.72,0,0,0,1,0
19548,1,3,1,0.0,2,1,0.88,0.9,0.82,0,0,0,1,0
19550,1,5,0,1.0,1,2,0.75,0.79,0.8,0,0,0,0,1
19551,0,0,1,0.0,2,1,0.69,0.69,0.61,0,0,1,0,0
19552,1,5,1,0.0,2,1,0.79,0.78,0.77,0,0,1,0,0
19554,0,2,1,0.0,1,0,0.89,0.98,0.93,0,0,0,1,0
19555,0,3,1,1.0,1,1,0.72,0.8,0.89,0,0,0,1,0
19556,1,3,0,0.0,2,1,0.87,0.84,0.79,0,0,1,0,0
19558,1,5,1,1.0,2,1,0.83,0.85,0.93,0,1,0,0,0
19559,1,4,1,1.0,2,1,0.91,0.82,0.76,0,0,0,0,1
19560,0,1,1,0.0,2,1,0.62,0.77,0.77,0,0,0,1,0
19561,0,3,1,0.0,2,2,0.8,0.84,0.92,0,0,0,1,0
19563,0,2,0,0.0,2,0,0.43,0.59,0.53,0,0,0,1,0
19564,1,0,1,0.5,0,1,0.73,0.79,0.79,0,1,0,0,0
19565,0,1,0,0.0,2,1,0.62,0.63,0.67,0,1,0,0,0
19567,1,4,0,1.0,1,1,0.81,0.68,0.71,0,0,0,0,1
19568,1,2,0,1.0,2,1,0.74,0.66,0.7,0,0,0,1,0
19570,1,1,0,1.0,1,1,0.6,0.64,0.66,0,0,1,0,0
19571,0,4,0,0.0,1,1,0.77,0.8,0.81,0,0,0,1,0
19572,1,1,1,1.0,2,0,0.92,0.74,0.81,0,0,0,0,1
19573,1,2,1,0.5,2,1,0.83,0.81,0.73,0,1,0,0,0
19574,0,1,1,1.0,0,1,0.85,0.96,0.95,0,0,1,0,0
19575,1,0,0,1.0,1,1,0.53,0.68,0.65,0,0,1,0,0
19576,0,0,0,0.0,2,1,0.49,0.64,0.62,0,0,0,1,0
19577,0,3,1,1.0,1,0,0.79,0.82,0.81,0,0,0,0,1
19578,1,2,1,0.0,2,2,0.5,0.39,0.39,0,0,1,0,0
19579,1,3,1,0.0,2,1,0.71,0.58,0.6,0,0,1,0,0
19580,0,0,1,0.0,2,2,0.54,0.5,0.52,0,0,1,0,0
19581,1,2,0,0.0,1,1,0.52,0.53,0.47,0,1,0,0,0
19582,1,4,0,0.0,0,2,0.78,0.65,0.67,0,0,0,1,0
19583,0,3,1,0.0,2,0,0.32,0.36,0.4,0,1,0,0,0
19584,1,2,0,0.0,0,1,0.44,0.54,0.45,0,0,0,1,0
19585,0,3,1,0.0,1,1,0.75,0.79,0.77,0,1,0,0,0
19587,0,1,1,1.0,0,1,0.81,0.82,0.9,0,0,0,1,0
19588,1,2,0,0.5,1,0,0.49,0.5,0.43,0,0,1,0,0
19589,1,1,0,0.0,1,2,0.53,0.5,0.47,0,1,0,0,0
19590,1,0,0,1.0,1,1,0.73,0.8,0.73,0,1,0,0,0
19591,0,1,1,0.0,1,1,0.51,0.58,0.52,0,0,1,0,0
19592,0,3,0,0.5,1,1,0.73,0.91,0.82,0,0,1,0,0
19593,0,0,1,0.0,2,1,0.78,0.76,0.78,0,0,0,1,0
19594,1,3,1,0.0,0,1,0.76,0.7,0.63,1,0,0,0,0
19595,1,0,1,1.0,1,2,0.69,0.55,0.56,0,1,0,0,0
19596,1,5,0,1.0,2,1,0.67,0.75,0.73,0,0,1,0,0
19597,0,5,0,0.0,1,0,0.66,0.67,0.65,0,1,0,0,0
19598,0,3,0,0.0,2,0,0.33,0.49,0.42,0,0,1,0,0
19599,0,1,0,0.0,1,1,0.63,0.58,0.58,0,0,0,0,1
19600,1,0,1,0.0,1,0,0.74,0.7,0.71,0,0,1,0,0
19601,0,5,0,0.5,0,1,0.55,0.73,0.73,0,0,0,1,0
19602,0,1,1,0.0,1,2,0.57,0.76,0.67,0,0,0,1,0
19603,0,2,1,0.0,1,0,0.72,0.84,0.75,0,0,0,0,1
19604,1,1,0,0.0,1,1,0.5,0.53,0.46,1,0,0,0,0
19605,1,0,0,0.0,0,1,0.6,0.59,0.52,0,0,1,0,0
19606,1,1,0,1.0,2,1,0.86,0.71,0.68,0,0,0,0,1
19607,0,2,1,0.0,1,0,0.52,0.51,0.52,0,0,0,0,1
19609,0,1,1,0.5,1,1,0.88,0.89,0.84,0,0,0,0,1
19611,1,4,1,0.0,2,0,0.94,0.89,0.85,0,0,0,1,0
19612,0,1,0,0.0,0,0,0.71,0.81,0.81,0,0,1,0,0
19613,1,0,1,0.0,2,0,0.53,0.64,0.52,0,1,0,0,0
19614,0,1,0,0.0,0,0,0.65,0.78,0.74,0,1,0,0,0
19615,0,0,1,0.0,0,2,0.46,0.49,0.56,0,1,0,0,0
19616,0,1,1,0.0,1,1,0.56,0.49,0.54,0,0,0,1,0
19617,1,0,1,1.0,1,2,0.73,0.64,0.64,0,0,1,0,0
19618,1,3,0,0.0,2,0,0.67,0.63,0.6,0,1,0,0,0
19619,1,0,1,0.0,2,1,0.67,0.59,0.51,0,0,0,0,1
19620,0,5,1,1.0,1,1,0.98,1.0,1.0,0,1,0,0,0
19621,1,0,1,0.0,1,1,0.89,0.65,0.68,0,0,0,0,1
19622,0,3,0,0.0,0,1,0.42,0.56,0.49,0,0,1,0,0
19624,1,2,0,0.0,2,1,0.66,0.64,0.63,1,0,0,0,0
19625,1,3,1,1.0,0,0,0.76,0.9,0.83,0,0,1,0,0
19627,0,2,1,0.0,2,0,0.77,0.87,0.79,0,1,0,0,0
19628,1,1,1,0.0,1,2,0.83,0.72,0.66,0,1,0,0,0
19629,0,3,1,0.0,0,2,0.87,0.99,0.94,0,0,0,1,0
19630,1,2,1,0.0,0,1,0.26,0.16,0.18,0,0,1,0,0
19631,1,5,0,0.0,1,2,0.37,0.41,0.37,0,1,0,0,0
19632,1,3,0,0.0,1,0,0.59,0.63,0.5,0,0,1,0,0
19633,0,2,1,0.0,2,0,0.66,0.91,0.85,0,0,1,0,0
19635,1,2,1,0.0,1,1,0.6,0.51,0.5,0,0,1,0,0
19637,0,1,1,0.0,1,1,0.55,0.54,0.54,0,1,0,0,0
19639,0,0,1,0.0,1,0,0.72,0.78,0.78,0,0,1,0,0
19641,0,0,1,0.0,1,1,0.55,0.59,0.55,0,0,1,0,0
19642,0,5,0,1.0,0,0,0.55,0.74,0.76,0,0,1,0,0
19644,0,1,1,0.0,2,0,0.62,0.61,0.64,0,0,1,0,0
19645,0,0,1,0.0,2,1,0.64,0.69,0.74,1,0,0,0,0
19646,1,2,0,0.0,2,0,0.57,0.37,0.45,0,0,1,0,0
19647,0,0,1,0.0,2,0,0.72,0.74,0.82,0,0,0,1,0
19648,1,4,1,1.0,1,1,0.64,0.62,0.67,0,1,0,0,0
19649,0,4,0,0.0,2,1,0.62,0.76,0.73,0,0,1,0,0
19650,1,4,1,1.0,2,1,1.0,0.95,0.94,0,1,0,0,0
19651,0,3,1,0.0,2,1,0.83,0.91,0.91,0,1,0,0,0
19652,1,4,1,0.0,1,1,0.64,0.63,0.5,0,0,1,0,0
19653,0,1,1,1.0,1,1,0.73,0.73,0.75,0,0,0,0,1
19654,0,4,1,0.0,2,1,0.8,0.79,0.76,0,0,1,0,0
19655,0,0,0,0.0,2,0,0.61,0.73,0.65,0,0,1,0,0
19656,0,1,1,0.0,1,2,0.64,0.81,0.78,0,0,0,1,0
19657,0,0,1,0.0,1,0,0.71,0.74,0.75,0,0,1,0,0
19658,0,1,1,1.0,1,1,0.72,0.78,0.82,0,1,0,0,0
19659,1,4,0,0.0,2,1,0.82,0.82,0.79,0,0,0,1,0
19660,0,2,1,1.0,2,1,0.81,0.87,0.89,0,0,1,0,0
19662,0,3,0,0.0,0,1,0.4,0.6,0.5,0,0,1,0,0
19663,1,0,1,0.0,2,0,0.86,0.85,0.8,0,0,0,1,0
19664,0,3,1,0.0,0,1,0.72,0.74,0.79,0,0,0,1,0
19665,0,4,1,0.0,1,1,0.66,0.72,0.64,1,0,0,0,0
19666,0,2,1,1.0,2,1,0.47,0.53,0.6,0,1,0,0,0
19667,0,2,1,0.0,2,2,0.96,0.9,0.89,0,0,0,0,1
19669,1,1,0,0.0,1,0,0.5,0.52,0.45,0,0,0,1,0
19670,0,1,1,0.0,0,0,0.58,0.76,0.79,0,0,1,0,0
19671,0,0,0,0.0,0,1,0.52,0.62,0.58,0,0,1,0,0
19672,0,3,1,1.0,2,1,0.57,0.68,0.65,0,0,0,0,1
19673,0,2,1,0.5,2,2,0.9,0.91,0.92,0,0,0,0,1
19674,0,4,0,0.0,0,2,0.69,0.74,0.72,0,1,0,0,0
19676,0,3,1,0.0,1,0,0.62,0.65,0.57,0,0,0,0,1
19677,0,1,1,1.0,1,2,0.78,0.84,0.8,0,0,0,1,0
19678,1,1,0,0.0,2,1,0.54,0.52,0.51,0,0,0,1,0
19680,0,3,0,0.0,2,0,0.52,0.58,0.64,0,0,0,0,1
19682,0,2,1,0.0,0,1,0.84,0.98,0.93,0,0,0,1,0
19683,1,2,0,1.0,2,2,0.64,0.63,0.66,1,0,0,0,0
19684,1,5,1,0.0,1,0,0.75,0.76,0.79,0,0,0,1,0
19685,1,0,1,0.0,2,0,0.47,0.49,0.39,1,0,0,0,0
19686,0,3,0,1.0,1,0,0.48,0.69,0.68,0,0,1,0,0
19688,0,2,0,0.0,1,0,0.14,0.27,0.21,0,0,1,0,0
19690,0,0,0,1.0,2,2,0.88,0.97,0.97,0,0,0,0,1
19691,1,0,1,1.0,0,1,0.8,0.81,0.74,0,0,0,1,0
19692,0,3,0,0.0,2,0,0.68,0.74,0.72,0,0,0,1,0
19693,0,0,1,0.0,2,2,0.54,0.64,0.65,0,1,0,0,0
